date,region,category,revenue_k_usd,profit_k_usd,gross_margin,marketing_spend_k_usd,units_sold,returning_customer_share
2021-10-01,Asia-Pacific,Beauty & Personal Care,172.69,91.82,0.5317,18.85,1885,0.3103
2021-11-01,Asia-Pacific,Beauty & Personal Care,259.27,136.8,0.5276,24.92,4907,0.3133
2021-12-01,Asia-Pacific,Beauty & Personal Care,306.36,167.71,0.5474,32.02,10891,0.3993
2022-01-01,Asia-Pacific,Beauty & Personal Care,153.05,80.38,0.5252,13.85,2020,0.3057
2022-02-01,Asia-Pacific,Beauty & Personal Care,154.29,79.34,0.5142,17.8,3423,0.3446
2022-03-01,Asia-Pacific,Beauty & Personal Care,163.8,86.72,0.5295,16.19,2355,0.3334
2022-04-01,Asia-Pacific,Beauty & Personal Care,182.38,96.94,0.5315,13.21,2216,0.3467
2022-05-01,Asia-Pacific,Beauty & Personal Care,186.85,101.8,0.5448,18.63,2890,0.4135
2022-06-01,Asia-Pacific,Beauty & Personal Care,176.39,95.92,0.5438,18.04,3235,0.361
2022-07-01,Asia-Pacific,Beauty & Personal Care,178.79,97.18,0.5435,17.22,4197,0.346
2022-08-01,Asia-Pacific,Beauty & Personal Care,218.12,116.49,0.5341,18.64,3410,0.3965
2022-09-01,Asia-Pacific,Beauty & Personal Care,219.5,117.1,0.5335,15.06,3529,0.3922
2022-10-01,Asia-Pacific,Beauty & Personal Care,275.59,148.37,0.5384,20.96,4492,0.4135
2022-11-01,Asia-Pacific,Beauty & Personal Care,303.27,165.05,0.5442,16.81,7598,0.3944
2022-12-01,Asia-Pacific,Beauty & Personal Care,311.3,164.26,0.5277,30.33,5509,0.3594
2023-01-01,Asia-Pacific,Beauty & Personal Care,213.04,112.52,0.5282,10.04,2259,0.4125
2023-02-01,Asia-Pacific,Beauty & Personal Care,223.18,121.41,0.544,16.96,2993,0.3895
2023-03-01,Asia-Pacific,Beauty & Personal Care,202.49,107.09,0.5289,16.15,3555,0.4179
2023-04-01,Asia-Pacific,Beauty & Personal Care,209.83,114.46,0.5455,21.88,6336,0.4496
2023-05-01,Asia-Pacific,Beauty & Personal Care,230.48,125.36,0.5439,18.31,6808,0.3949
2023-06-01,Asia-Pacific,Beauty & Personal Care,234.46,124.27,0.53,15.51,5484,0.3729
2023-07-01,Asia-Pacific,Beauty & Personal Care,234.12,131.79,0.5629,26.74,7008,0.4449
2023-08-01,Asia-Pacific,Beauty & Personal Care,241.0,130.99,0.5435,21.33,4748,0.3977
2023-09-01,Asia-Pacific,Beauty & Personal Care,263.03,139.85,0.5317,36.79,4105,0.3937
2023-10-01,Asia-Pacific,Beauty & Personal Care,263.41,143.57,0.5451,16.18,5767,0.4494
2023-11-01,Asia-Pacific,Beauty & Personal Care,420.85,229.43,0.5452,40.85,9395,0.4683
2023-12-01,Asia-Pacific,Beauty & Personal Care,483.91,258.87,0.5349,30.5,9856,0.4685
2024-01-01,Asia-Pacific,Beauty & Personal Care,266.1,149.28,0.561,25.41,4423,0.4641
2024-02-01,Asia-Pacific,Beauty & Personal Care,257.08,145.41,0.5656,22.58,7080,0.4601
2024-03-01,Asia-Pacific,Beauty & Personal Care,297.14,167.6,0.564,28.06,5155,0.4567
2024-04-01,Asia-Pacific,Beauty & Personal Care,294.69,160.67,0.5452,24.52,6670,0.4633
2024-05-01,Asia-Pacific,Beauty & Personal Care,267.83,146.16,0.5457,22.67,4613,0.506
2024-06-01,Asia-Pacific,Beauty & Personal Care,358.79,200.68,0.5593,37.24,4396,0.441
2024-07-01,Asia-Pacific,Beauty & Personal Care,307.18,168.59,0.5488,21.0,3798,0.482
2024-08-01,Asia-Pacific,Beauty & Personal Care,386.38,212.18,0.5491,27.93,5414,0.5015
2024-09-01,Asia-Pacific,Beauty & Personal Care,382.84,214.37,0.5599,29.1,5760,0.4592
2024-10-01,Asia-Pacific,Beauty & Personal Care,382.35,208.86,0.5463,33.24,7843,0.496
2024-11-01,Asia-Pacific,Beauty & Personal Care,488.64,271.33,0.5553,48.4,12235,0.522
2024-12-01,Asia-Pacific,Beauty & Personal Care,576.85,318.81,0.5527,41.51,11617,0.504
2021-01-01,Asia-Pacific,Sports & Outdoors,107.44,34.84,0.3243,10.77,1489,0.2749
2021-02-01,Asia-Pacific,Sports & Outdoors,98.97,31.06,0.3138,7.07,1289,0.3093
2021-03-01,Asia-Pacific,Sports & Outdoors,100.48,32.7,0.3254,9.7,1633,0.3142
2021-04-01,Asia-Pacific,Sports & Outdoors,108.36,32.18,0.2969,9.7,1794,0.2932
2021-05-01,Asia-Pacific,Sports & Outdoors,116.35,35.95,0.309,7.53,3044,0.3343
2021-06-01,Asia-Pacific,Sports & Outdoors,122.19,37.1,0.3036,17.13,1745,0.3
2021-07-01,Asia-Pacific,Sports & Outdoors,117.08,36.52,0.3119,7.11,1371,0.2961
2021-08-01,Asia-Pacific,Sports & Outdoors,122.19,37.82,0.3095,10.28,2277,0.3558
2021-09-01,Asia-Pacific,Sports & Outdoors,128.96,40.67,0.3153,13.24,2309,0.3593
2021-10-01,Asia-Pacific,Sports & Outdoors,150.1,47.64,0.3174,9.39,4581,0.3179
2021-11-01,Asia-Pacific,Sports & Outdoors,180.1,56.46,0.3135,11.68,3301,0.3388
2021-12-01,Asia-Pacific,Sports & Outdoors,177.36,54.92,0.3096,13.88,3016,0.3094
2022-01-01,Asia-Pacific,Sports & Outdoors,112.02,32.03,0.2859,7.88,1717,0.3832
2022-02-01,Asia-Pacific,Sports & Outdoors,124.18,38.86,0.3129,15.04,3398,0.3296
2022-03-01,Asia-Pacific,Sports & Outdoors,114.07,35.12,0.3079,15.35,3085,0.3354
2022-04-01,Asia-Pacific,Sports & Outdoors,124.06,39.45,0.318,12.92,1476,0.3756
2022-05-01,Asia-Pacific,Sports & Outdoors,140.4,44.69,0.3183,12.93,4027,0.3561
2022-06-01,Asia-Pacific,Sports & Outdoors,142.47,41.12,0.2886,15.77,1819,0.3876
2022-07-01,Asia-Pacific,Sports & Outdoors,141.88,43.5,0.3066,8.74,2733,0.4088
2022-08-01,Asia-Pacific,Sports & Outdoors,151.95,46.51,0.3061,9.51,4637,0.3492
2022-09-01,Asia-Pacific,Sports & Outdoors,170.38,54.66,0.3208,11.91,4455,0.3769
2022-10-01,Asia-Pacific,Sports & Outdoors,170.47,55.18,0.3237,12.35,3776,0.3559
2022-11-01,Asia-Pacific,Sports & Outdoors,230.86,75.6,0.3275,19.33,5842,0.3873
2022-12-01,Asia-Pacific,Sports & Outdoors,333.65,105.66,0.3167,40.13,5569,0.3987
2023-01-01,Asia-Pacific,Sports & Outdoors,173.42,54.25,0.3128,16.76,4217,0.4113
2023-02-01,Asia-Pacific,Sports & Outdoors,141.12,43.37,0.3073,10.31,1666,0.4357
2023-03-01,Asia-Pacific,Sports & Outdoors,171.24,51.55,0.301,19.94,1855,0.4016
2023-04-01,Asia-Pacific,Sports & Outdoors,176.84,53.6,0.3031,16.44,3139,0.4443
2023-05-01,Asia-Pacific,Sports & Outdoors,190.27,60.01,0.3154,18.14,2318,0.3845
2023-06-01,Asia-Pacific,Sports & Outdoors,185.32,59.1,0.3189,10.19,3912,0.457
2023-07-01,Asia-Pacific,Sports & Outdoors,195.26,58.74,0.3008,17.65,2217,0.437
2023-08-01,Asia-Pacific,Sports & Outdoors,197.1,60.69,0.3079,24.88,5857,0.4465
2023-09-01,Asia-Pacific,Sports & Outdoors,197.83,64.91,0.3281,20.72,3422,0.3721
2023-10-01,Asia-Pacific,Sports & Outdoors,239.45,73.61,0.3074,21.64,2525,0.4792
2023-11-01,Asia-Pacific,Sports & Outdoors,303.1,95.7,0.3158,31.05,3331,0.4427
2023-12-01,Asia-Pacific,Sports & Outdoors,351.15,112.85,0.3214,25.15,5051,0.4821
2024-01-01,Asia-Pacific,Sports & Outdoors,201.29,67.07,0.3332,19.99,3101,0.5481
2024-02-01,Asia-Pacific,Sports & Outdoors,175.88,54.39,0.3093,16.32,2264,0.4341
2024-03-01,Asia-Pacific,Sports & Outdoors,225.86,74.07,0.328,20.68,3779,0.4952
2024-04-01,Asia-Pacific,Sports & Outdoors,230.94,73.56,0.3185,13.98,2803,0.4634
2024-05-01,Asia-Pacific,Sports & Outdoors,219.75,67.28,0.3062,24.41,2532,0.4731
2024-06-01,Asia-Pacific,Sports & Outdoors,254.63,79.08,0.3106,15.5,8088,0.4853
2024-07-01,Asia-Pacific,Sports & Outdoors,216.61,66.95,0.3091,12.12,2787,0.5203
2024-08-01,Asia-Pacific,Sports & Outdoors,252.26,80.74,0.3201,25.56,4215,0.459
2024-09-01,Asia-Pacific,Sports & Outdoors,263.24,81.43,0.3093,22.93,4224,0.4452
2024-10-01,Asia-Pacific,Sports & Outdoors,277.09,89.07,0.3214,28.22,3146,0.5105
2024-11-01,Asia-Pacific,Sports & Outdoors,388.46,121.93,0.3139,33.53,4601,0.5156
2024-12-01,Asia-Pacific,Sports & Outdoors,425.92,133.62,0.3137,36.51,10271,0.4919
2021-01-01,Latin America,Electronics,127.38,22.37,0.1756,8.64,3177,0.3022
2021-02-01,Latin America,Electronics,106.37,18.83,0.1771,13.3,3630,0.2909
2021-03-01,Latin America,Electronics,123.55,21.26,0.1721,13.11,1426,0.3161
2021-04-01,Latin America,Electronics,138.59,25.27,0.1824,14.12,3064,0.3138
2021-05-01,Latin America,Electronics,146.94,26.21,0.1784,13.72,3666,0.2882
2021-06-01,Latin America,Electronics,191.41,32.76,0.1712,11.72,5138,0.2928
2021-07-01,Latin America,Electronics,145.09,27.34,0.1885,16.55,2741,0.3801
2021-08-01,Latin America,Electronics,139.69,26.95,0.193,10.9,2896,0.3337
2021-09-01,Latin America,Electronics,156.63,27.82,0.1776,11.48,2668,0.3309
2021-10-01,Latin America,Electronics,171.16,29.34,0.1714,9.04,1835,0.3497
2021-11-01,Latin America,Electronics,245.36,42.86,0.1747,19.07,3654,0.3108
2021-12-01,Latin America,Electronics,242.06,44.73,0.1848,18.23,2604,0.3564
2022-01-01,Latin America,Electronics,150.6,25.95,0.1723,9.41,3440,0.3634
2022-02-01,Latin America,Electronics,140.8,24.54,0.1743,6.7,1959,0.3201
2022-03-01,Latin America,Electronics,182.54,33.6,0.1841,15.31,2585,0.3442
2022-04-01,Latin America,Electronics,143.82,27.97,0.1944,11.4,4050,0.3842
2022-05-01,Latin America,Electronics,165.22,28.39,0.1718,12.8,4695,0.3721
2022-06-01,Latin America,Electronics,179.72,29.4,0.1636,12.57,2257,0.3728
2022-07-01,Latin America,Electronics,155.07,25.41,0.1639,12.78,2838,0.3544
2022-08-01,Latin America,Electronics,190.91,33.0,0.1728,13.36,3051,0.3775
2022-09-01,Latin America,Electronics,164.9,30.94,0.1876,13.76,3435,0.3784
2022-10-01,Latin America,Electronics,196.36,36.4,0.1854,16.72,2310,0.4222
2022-11-01,Latin America,Electronics,298.16,47.24,0.1584,23.82,4594,0.3968
2022-12-01,Latin America,Electronics,270.27,46.07,0.1704,22.54,7941,0.4117
2023-01-01,Latin America,Electronics,179.82,34.36,0.1911,10.51,1906,0.3581
2023-02-01,Latin America,Electronics,155.54,27.22,0.175,16.86,2029,0.4072
2023-03-01,Latin America,Electronics,169.18,29.7,0.1756,12.3,3778,0.3853
2023-04-01,Latin America,Electronics,189.99,29.93,0.1576,12.66,2013,0.3938
2023-05-01,Latin America,Electronics,198.67,32.76,0.1649,14.29,2528,0.4493
2023-06-01,Latin America,Electronics,201.24,36.26,0.1802,15.1,5172,0.4936
2023-07-01,Latin America,Electronics,198.24,34.29,0.173,25.4,3261,0.4046
2023-08-01,Latin America,Electronics,231.8,39.93,0.1722,26.46,3174,0.4356
2023-09-01,Latin America,Electronics,230.75,40.07,0.1736,21.46,5271,0.4841
2023-10-01,Latin America,Electronics,229.48,39.76,0.1733,20.47,4017,0.4154
2023-11-01,Latin America,Electronics,302.97,52.08,0.1719,25.63,3219,0.4489
2023-12-01,Latin America,Electronics,351.07,53.87,0.1535,29.03,9994,0.4248
2024-01-01,Latin America,Electronics,236.78,41.55,0.1755,19.15,4769,0.4421
2024-02-01,Latin America,Electronics,199.56,36.0,0.1804,16.65,4703,0.4784
2024-03-01,Latin America,Electronics,219.74,36.14,0.1644,12.11,5349,0.4542
2024-04-01,Latin America,Electronics,232.79,41.3,0.1774,17.13,3258,0.4414
2024-05-01,Latin America,Electronics,273.47,48.06,0.1758,23.88,6598,0.4664
2024-06-01,Latin America,Electronics,261.92,41.17,0.1572,16.09,2925,0.5026
2024-07-01,Latin America,Electronics,260.87,38.47,0.1475,28.93,7155,0.3942
2024-08-01,Latin America,Electronics,293.17,48.97,0.167,22.02,7628,0.4585
2024-09-01,Latin America,Electronics,284.52,52.11,0.1831,19.24,5138,0.5071
2024-10-01,Latin America,Electronics,267.47,45.86,0.1714,21.11,5709,0.5025
2024-11-01,Latin America,Electronics,399.21,53.47,0.1339,29.16,4609,0.4647
2024-12-01,Latin America,Electronics,455.03,74.31,0.1633,46.13,7797,0.5272
2021-01-01,Latin America,Apparel,82.06,33.73,0.411,5.5,962,0.2894
2021-02-01,Latin America,Apparel,83.42,35.2,0.422,6.69,1043,0.3193
2021-03-01,Latin America,Apparel,97.18,39.25,0.4039,7.44,2028,0.3547
2021-04-01,Latin America,Apparel,90.7,37.97,0.4186,7.4,2039,0.3386
2021-05-01,Latin America,Apparel,90.01,38.28,0.4253,8.05,1332,0.318
2021-06-01,Latin America,Apparel,96.89,41.47,0.4281,8.68,1403,0.3597
2021-07-01,Latin America,Apparel,87.74,36.73,0.4187,8.31,1581,0.305
2021-08-01,Latin America,Apparel,96.23,42.35,0.4401,5.87,1234,0.3469
2021-09-01,Latin America,Apparel,95.3,40.37,0.4236,9.87,2210,0.345
2021-10-01,Latin America,Apparel,110.18,47.64,0.4324,5.76,1588,0.2905
2021-11-01,Latin America,Apparel,139.44,57.62,0.4132,9.89,2311,0.3103
2021-12-01,Latin America,Apparel,160.85,67.47,0.4194,15.99,1778,0.3453
2022-01-01,Latin America,Apparel,94.2,39.34,0.4176,7.12,2036,0.3429
2022-02-01,Latin America,Apparel,84.72,36.98,0.4364,7.55,1551,0.3517
2022-03-01,Latin America,Apparel,93.92,40.17,0.4277,5.14,2804,0.3476
2022-04-01,Latin America,Apparel,111.05,46.7,0.4206,13.82,1652,0.3864
2022-05-01,Latin America,Apparel,129.15,54.26,0.4201,12.4,1748,0.3834
2022-06-01,Latin America,Apparel,105.69,45.58,0.4313,12.04,2631,0.3426
2022-07-01,Latin America,Apparel,94.39,42.02,0.4451,8.38,2248,0.3555
2022-08-01,Latin America,Apparel,101.52,42.3,0.4167,9.51,1496,0.4124
2022-09-01,Latin America,Apparel,129.27,55.93,0.4327,11.94,1420,0.4048
2022-10-01,Latin America,Apparel,136.64,60.3,0.4413,13.0,2101,0.3331
2022-11-01,Latin America,Apparel,184.85,81.01,0.4383,18.71,3364,0.3675
2022-12-01,Latin America,Apparel,209.82,91.43,0.4358,25.81,4366,0.3783
2023-01-01,Latin America,Apparel,129.1,56.89,0.4407,13.65,4495,0.3176
2023-02-01,Latin America,Apparel,101.2,43.72,0.432,8.53,1783,0.3945
2023-03-01,Latin America,Apparel,109.69,47.85,0.4362,9.94,1371,0.4756
2023-04-01,Latin America,Apparel,100.38,43.12,0.4296,5.87,1095,0.4369
2023-05-01,Latin America,Apparel,131.16,56.57,0.4313,9.54,1501,0.411
2023-06-01,Latin America,Apparel,141.0,62.33,0.442,7.81,3209,0.4468
2023-07-01,Latin America,Apparel,141.58,62.3,0.4401,12.96,2108,0.43
2023-08-01,Latin America,Apparel,154.4,65.72,0.4256,14.91,2949,0.4382
2023-09-01,Latin America,Apparel,171.54,76.86,0.4481,11.25,2026,0.3884
2023-10-01,Latin America,Apparel,187.62,82.27,0.4385,26.33,4009,0.4571
2023-11-01,Latin America,Apparel,210.21,93.36,0.4442,14.21,3394,0.4426
2023-12-01,Latin America,Apparel,230.42,103.64,0.4498,17.95,2652,0.3991
2024-01-01,Latin America,Apparel,118.01,51.7,0.4381,8.48,2775,0.3567
2024-02-01,Latin America,Apparel,139.78,61.16,0.4375,12.99,1692,0.4796
2024-03-01,Latin America,Apparel,138.45,60.19,0.4347,11.68,2978,0.4579
2024-04-01,Latin America,Apparel,162.73,70.77,0.4349,14.94,2140,0.4454
2024-05-01,Latin America,Apparel,155.83,68.67,0.4407,15.45,2217,0.4719
2024-06-01,Latin America,Apparel,129.25,59.37,0.4593,12.87,1511,0.4567
2024-07-01,Latin America,Apparel,154.79,70.54,0.4557,14.93,2280,0.4614
2024-08-01,Latin America,Apparel,166.84,75.8,0.4543,9.56,3797,0.4465
2024-09-01,Latin America,Apparel,165.32,70.4,0.4259,11.87,3168,0.5193
2024-10-01,Latin America,Apparel,202.24,89.87,0.4444,13.12,4618,0.4862
2024-11-01,Latin America,Apparel,275.57,124.56,0.452,15.09,3937,0.482
2024-12-01,Latin America,Apparel,277.95,128.93,0.4639,23.9,4698,0.4519
2021-01-01,Latin America,Home & Garden,54.44,19.31,0.3547,4.37,1115,0.32
2021-02-01,Latin America,Home & Garden,59.18,20.8,0.3515,4.69,660,0.3688
2021-03-01,Latin America,Home & Garden,62.8,21.89,0.3486,4.77,924,0.2771
2021-04-01,Latin America,Home & Garden,61.99,22.94,0.3701,5.19,1454,0.2963
2021-05-01,Latin America,Home & Garden,69.31,24.58,0.3547,4.6,867,0.3234
2021-06-01,Latin America,Home & Garden,80.96,29.11,0.3595,6.3,1941,0.2878
2021-07-01,Latin America,Home & Garden,65.77,23.21,0.353,6.13,963,0.3342
2021-08-01,Latin America,Home & Garden,70.68,24.1,0.3409,7.38,1001,0.3924
2021-09-01,Latin America,Home & Garden,85.57,31.65,0.3699,7.08,3002,0.3101
2021-10-01,Latin America,Home & Garden,88.01,32.2,0.3658,9.42,1000,0.2856
2021-11-01,Latin America,Home & Garden,109.8,40.11,0.3653,7.51,2232,0.3473
2021-12-01,Latin America,Home & Garden,107.71,37.55,0.3486,9.08,2785,0.3907
2022-01-01,Latin America,Home & Garden,75.31,27.85,0.3698,8.34,910,0.3384
2022-02-01,Latin America,Home & Garden,63.29,23.15,0.3658,6.3,1610,0.3653
2022-03-01,Latin America,Home & Garden,70.61,25.48,0.3609,7.31,1011,0.3999
2022-04-01,Latin America,Home & Garden,79.29,28.82,0.3635,6.93,1359,0.3602
2022-05-01,Latin America,Home & Garden,67.3,25.25,0.3752,5.75,1308,0.3849
2022-06-01,Latin America,Home & Garden,69.66,24.91,0.3576,5.85,769,0.3513
2022-07-01,Latin America,Home & Garden,77.02,27.76,0.3604,7.82,1384,0.3697
2022-08-01,Latin America,Home & Garden,68.83,25.79,0.3746,7.05,927,0.3836
2022-09-01,Latin America,Home & Garden,96.23,36.21,0.3763,9.23,3258,0.332
2022-10-01,Latin America,Home & Garden,117.37,41.18,0.3509,8.48,1887,0.3727
2022-11-01,Latin America,Home & Garden,141.04,49.35,0.3499,12.61,3937,0.4045
2022-12-01,Latin America,Home & Garden,159.48,57.78,0.3623,10.07,2287,0.3881
2023-01-01,Latin America,Home & Garden,79.63,28.59,0.359,7.22,1386,0.3505
2023-02-01,Latin America,Home & Garden,83.2,29.79,0.3581,6.97,1948,0.3618
2023-03-01,Latin America,Home & Garden,101.45,37.54,0.37,5.41,1201,0.3726
2023-04-01,Latin America,Home & Garden,98.71,35.44,0.359,9.88,1175,0.3997
2023-05-01,Latin America,Home & Garden,73.18,26.77,0.3658,6.07,2158,0.4515
2023-06-01,Latin America,Home & Garden,107.67,40.89,0.3798,7.47,1595,0.4422
2023-07-01,Latin America,Home & Garden,93.71,32.89,0.351,10.03,1678,0.4363
2023-08-01,Latin America,Home & Garden,87.3,30.25,0.3465,9.65,1148,0.4291
2023-09-01,Latin America,Home & Garden,119.0,44.29,0.3722,9.52,2911,0.4343
2023-10-01,Latin America,Home & Garden,119.07,43.52,0.3655,11.18,4220,0.406
2023-11-01,Latin America,Home & Garden,167.48,60.08,0.3587,9.79,1904,0.3781
2023-12-01,Latin America,Home & Garden,186.87,67.64,0.362,11.47,2148,0.5032
2024-01-01,Latin America,Home & Garden,94.96,36.22,0.3814,9.85,2099,0.4754
2024-02-01,Latin America,Home & Garden,89.48,32.16,0.3594,6.22,2841,0.4755
2024-03-01,Latin America,Home & Garden,117.24,42.17,0.3597,7.59,1267,0.4675
2024-04-01,Latin America,Home & Garden,113.51,40.45,0.3563,9.62,2383,0.4948
2024-05-01,Latin America,Home & Garden,137.72,49.65,0.3605,7.77,2287,0.4979
2024-06-01,Latin America,Home & Garden,117.86,43.68,0.3706,9.31,1444,0.463
2024-07-01,Latin America,Home & Garden,126.39,46.59,0.3686,12.11,3133,0.5244
2024-08-01,Latin America,Home & Garden,130.62,49.48,0.3788,7.81,2693,0.4843
2024-09-01,Latin America,Home & Garden,113.1,41.59,0.3677,8.93,3241,0.4977
2024-10-01,Latin America,Home & Garden,159.47,59.62,0.3739,9.99,2034,0.4879
2024-11-01,Latin America,Home & Garden,163.02,59.68,0.3661,14.08,2276,0.4742
2024-12-01,Latin America,Home & Garden,214.56,79.37,0.3699,15.6,4293,0.4454
2021-01-01,Latin America,Beauty & Personal Care,58.38,31.28,0.5359,6.3,700,0.3488
2021-02-01,Latin America,Beauty & Personal Care,56.17,29.28,0.5213,5.49,1407,0.2847
2021-03-01,Latin America,Beauty & Personal Care,65.03,33.52,0.5154,7.05,1571,0.3568
2021-04-01,Latin America,Beauty & Personal Care,65.6,33.68,0.5134,3.54,1305,0.343
2021-05-01,Latin America,Beauty & Personal Care,81.24,43.11,0.5306,7.45,860,0.3785
2021-06-01,Latin America,Beauty & Personal Care,69.6,37.96,0.5453,4.51,908,0.3008
2021-07-01,Latin America,Beauty & Personal Care,70.6,37.02,0.5244,8.21,1750,0.3319
2021-08-01,Latin America,Beauty & Personal Care,77.72,40.87,0.5258,6.02,1425,0.3445
2021-09-01,Latin America,Beauty & Personal Care,79.24,42.19,0.5324,6.91,1124,0.2982
2021-10-01,Latin America,Beauty & Personal Care,79.67,41.85,0.5253,4.98,887,0.3019
2021-11-01,Latin America,Beauty & Personal Care,93.92,49.4,0.526,7.75,2422,0.3016
2021-12-01,Latin America,Beauty & Personal Care,126.34,67.79,0.5366,11.01,2713,0.3244
2022-01-01,Latin America,Beauty & Personal Care,63.93,34.65,0.542,6.21,1957,0.2907
2022-02-01,Latin America,Beauty & Personal Care,75.55,40.4,0.5348,5.61,962,0.3459
2022-03-01,Latin America,Beauty & Personal Care,76.54,40.45,0.5285,6.21,1368,0.4197
2022-04-01,Latin America,Beauty & Personal Care,72.51,38.44,0.5301,4.86,821,0.3569
2022-05-01,Latin America,Beauty & Personal Care,86.66,45.61,0.5263,9.66,1763,0.3709
2022-06-01,Latin America,Beauty & Personal Care,97.96,53.36,0.5447,7.87,2170,0.4136
2022-07-01,Latin America,Beauty & Personal Care,87.87,48.31,0.5498,5.06,1091,0.3378
2022-08-01,Latin America,Beauty & Personal Care,68.3,36.76,0.5382,4.99,1167,0.3951
2022-09-01,Latin America,Beauty & Personal Care,83.48,44.71,0.5356,6.36,1463,0.3607
2022-10-01,Latin America,Beauty & Personal Care,108.09,59.3,0.5486,11.11,1467,0.3321
2022-11-01,Latin America,Beauty & Personal Care,132.73,70.83,0.5336,15.08,2564,0.4032
2022-12-01,Latin America,Beauty & Personal Care,132.36,72.57,0.5482,10.27,2637,0.3729
2023-01-01,Latin America,Beauty & Personal Care,88.67,49.45,0.5577,4.72,2339,0.4728
2023-02-01,Latin America,Beauty & Personal Care,80.88,44.92,0.5555,7.98,893,0.4161
2023-03-01,Latin America,Beauty & Personal Care,82.08,43.8,0.5336,10.29,1580,0.4625
2023-04-01,Latin America,Beauty & Personal Care,92.55,49.92,0.5394,9.89,1106,0.3815
2023-05-01,Latin America,Beauty & Personal Care,100.04,54.18,0.5416,7.72,1207,0.4566
2023-06-01,Latin America,Beauty & Personal Care,82.84,45.29,0.5467,6.47,1294,0.3956
2023-07-01,Latin America,Beauty & Personal Care,100.89,56.63,0.5613,8.62,1115,0.4418
2023-08-01,Latin America,Beauty & Personal Care,107.91,59.33,0.5498,9.41,1459,0.3974
2023-09-01,Latin America,Beauty & Personal Care,116.81,64.9,0.5556,8.57,1435,0.4393
2023-10-01,Latin America,Beauty & Personal Care,120.57,63.58,0.5273,9.94,1320,0.4805
2023-11-01,Latin America,Beauty & Personal Care,163.3,89.49,0.548,12.02,2459,0.4169
2023-12-01,Latin America,Beauty & Personal Care,172.92,96.47,0.5578,13.42,1939,0.4418
2024-01-01,Latin America,Beauty & Personal Care,92.99,51.27,0.5514,8.61,1283,0.5098
2024-02-01,Latin America,Beauty & Personal Care,90.64,51.57,0.569,8.33,1868,0.4634
2024-03-01,Latin America,Beauty & Personal Care,104.3,56.89,0.5454,10.1,1491,0.4488
2024-04-01,Latin America,Beauty & Personal Care,106.36,59.82,0.5624,8.57,1662,0.4739
2024-05-01,Latin America,Beauty & Personal Care,129.68,73.24,0.5648,13.58,3169,0.4586
2024-06-01,Latin America,Beauty & Personal Care,136.55,73.73,0.5399,8.95,1867,0.4795
2024-07-01,Latin America,Beauty & Personal Care,126.52,70.77,0.5594,9.62,1537,0.4221
2024-08-01,Latin America,Beauty & Personal Care,137.35,75.92,0.5527,8.51,1752,0.4863
2024-09-01,Latin America,Beauty & Personal Care,143.2,77.45,0.5408,7.2,2209,0.5066
2024-10-01,Latin America,Beauty & Personal Care,158.37,87.44,0.5521,14.21,2273,0.5059
2024-11-01,Latin America,Beauty & Personal Care,201.93,112.22,0.5557,14.57,5073,0.4863
2024-12-01,Latin America,Beauty & Personal Care,205.13,116.17,0.5663,14.11,5397,0.526
2021-01-01,Latin America,Sports & Outdoors,52.27,15.41,0.2949,3.01,1173,0.2718
2021-02-01,Latin America,Sports & Outdoors,39.87,12.13,0.3043,4.35,1362,0.304
2021-03-01,Latin America,Sports & Outdoors,41.11,13.06,0.3176,3.21,560,0.2603
2021-04-01,Latin America,Sports & Outdoors,48.28,15.62,0.3235,3.71,634,0.3652
2021-05-01,Latin America,Sports & Outdoors,46.04,13.97,0.3034,2.48,666,0.3354
2021-06-01,Latin America,Sports & Outdoors,57.4,18.16,0.3164,2.92,814,0.2916
2021-07-01,Latin America,Sports & Outdoors,55.66,17.76,0.3191,4.92,1712,0.3161
2021-08-01,Latin America,Sports & Outdoors,52.85,16.69,0.3159,4.83,776,0.3027
2021-09-01,Latin America,Sports & Outdoors,61.03,19.54,0.3202,6.42,851,0.3338
2021-10-01,Latin America,Sports & Outdoors,71.22,22.76,0.3196,9.32,2184,0.3079
2021-11-01,Latin America,Sports & Outdoors,77.36,23.91,0.3091,6.8,1125,0.3652
2021-12-01,Latin America,Sports & Outdoors,94.53,28.91,0.3058,7.88,2360,0.331
2022-01-01,Latin America,Sports & Outdoors,41.25,12.42,0.3011,3.9,545,0.3346
2022-02-01,Latin America,Sports & Outdoors,44.94,14.1,0.3139,4.76,845,0.3079
2022-03-01,Latin America,Sports & Outdoors,52.47,16.17,0.3083,3.67,907,0.3827
2022-04-01,Latin America,Sports & Outdoors,52.51,16.77,0.3193,3.24,643,0.3577
2022-05-01,Latin America,Sports & Outdoors,52.72,16.72,0.3172,3.09,1435,0.3451
2022-06-01,Latin America,Sports & Outdoors,60.0,18.74,0.3124,6.61,716,0.344
2022-07-01,Latin America,Sports & Outdoors,45.76,14.58,0.3186,4.08,516,0.3931
2022-08-01,Latin America,Sports & Outdoors,52.74,16.48,0.3125,5.2,995,0.3893
2022-09-01,Latin America,Sports & Outdoors,62.48,20.03,0.3205,4.12,1520,0.3781
2022-10-01,Latin America,Sports & Outdoors,76.28,24.1,0.316,4.55,893,0.4362
2022-11-01,Latin America,Sports & Outdoors,120.51,38.34,0.3181,10.94,1448,0.4319
